id;nb_previous_loans;avg_amount_loans_previous;age;years_on_the_job;flag_own_car;status
5089634;37;126.97976;44;1;0;0
5090131;9;133.02345;30;0;1;0
5091175;18;126.8376;66;-999;0;0
5091366;17;142.92903;60;-999;0;0
5091425;2;184.69545;44;8;0;0
5092079;27;123.999504;42;3;1;0
5092188;35;127.298134;57;38;0;0
5095086;7;148.0111;62;-999;1;0
5095640;30;142.0622;30;4;0;0
5095923;21;136.39796;56;-999;0;0
5096211;38;128.68533;39;0;0;0
5096691;12;139.51613;62;-999;0;0
5100015;20;130.91609;37;8;0;0
5100187;17;145.7073;28;0;0;0
5100315;15;129.27501;42;6;1;0
5100462;11;124.435905;50;4;0;0
5105159;35;133.3671;33;6;0;0
5105357;13;120.041626;52;2;0;0
5105417;21;132.52802;50;26;0;0
5105500;7;119.494125;29;4;0;0
5105638;34;128.92256;57;-999;0;0
5105756;9;133.62492;48;8;1;0
5105910;5;127.255486;29;5;1;0
5113059;40;127.27996;50;1;1;0
5113122;4;120.36172;65;-999;0;0
5114113;7;127.41101;47;2;1;0
5114603;35;126.69865;47;15;0;0
5114640;9;131.73172;30;5;0;0
5115928;4;132.2095;46;2;0;0
5116124;16;127.72867;35;6;1;0
5116657;11;176.10553;41;6;0;0
5116667;37;135.31396;45;10;0;0
5116722;24;148.92165;33;2;0;0
5116726;6;118.64324;33;2;0;0
5116805;52;129.28656;45;4;1;0
5116902;19;125.7238;27;5;0;0
5117407;38;126.20322;46;4;0;0
5117571;49;128.55685;32;6;1;0
5117653;1;130.31622;30;0;0;0
5117770;6;150.7337;39;4;1;0
5118605;25;128.47218;31;5;0;0
5125163;26;135.10086;33;5;0;0
5125685;4;114.30663;38;10;0;0
5125932;6;129.08736;45;8;0;0
5126261;9;147.62314;34;6;0;0
5126699;17;135.53993;60;-999;0;0
5132264;52;130.91154;43;6;0;0
5132545;14;124.37283;36;13;0;0
5135911;12;132.42041;62;-999;0;0
5135961;19;124.97722;32;7;0;0
5137092;15;134.24966;33;0;1;0
5137227;11;110.98052;30;3;0;0
5139651;11;119.6075;33;5;0;0
5140012;31;132.96815;31;4;1;0
5142117;38;127.16265;49;7;0;0
5142426;43;131.0592;61;21;0;0
5142813;3;141.75432;32;12;1;0
5143069;21;125.54976;26;1;1;0
5143246;3;155.6171;53;5;0;0
5143428;7;136.167;64;-999;0;0
5145945;18;159.4802;39;1;0;0
5146523;5;144.32948;43;11;0;0
5148606;6;159.6842;45;4;0;0
5148616;4;122.34002;56;-999;0;0
5148653;20;131.58813;42;7;1;0
5148690;51;129.12637;60;0;0;0
5148727;5;132.22598;36;2;0;0
5148738;1;102.975746;42;13;0;0
5149463;11;133.31831;42;5;0;0
5149701;30;122.067474;34;3;0;0
5149749;17;139.04451;37;10;0;0
5149878;29;138.70895;48;1;1;0
5149910;8;121.95284;43;7;1;0
5009019;32;122.06564;42;8;0;0
5009141;33;124.10136;26;4;0;0
5009227;20;121.4266;40;2;1;0
5009275;29;128.13673;40;7;0;0
5009395;5;127.42462;30;9;0;0
5009523;10;116.935326;33;3;1;0
5009883;3;167.61546;59;-999;0;0
5010027;28;124.08544;57;6;0;0
5010059;18;128.07465;45;12;0;0
5010294;9;122.237175;27;3;0;0
5010559;38;130.64453;43;8;1;0
5010593;3;152.51537;63;-999;0;0
5021193;27;132.93446;35;12;0;0
5021211;35;119.262146;37;3;1;1
5021845;9;118.239876;25;0;0;0
5021905;4;118.45747;28;3;1;0
5022663;17;124.35029;41;4;0;0
5022790;13;131.85315;34;0;0;0
5022873;49;130.00333;39;10;1;0
5022952;32;126.72193;50;1;1;0
5023569;10;116.78187;59;-999;1;0
5023614;18;133.12366;48;1;1;0
5023636;13;125.60709;34;6;0;0
5024265;17;134.99527;58;3;1;0
5024332;8;109.380745;57;17;0;0
5024448;48;127.98197;34;7;1;1
5024665;9;138.76106;39;12;0;0
5025100;15;135.13309;45;1;0;0
5025830;7;128.78473;58;-999;0;0
5026156;13;142.83138;32;9;0;0
5026692;9;139.45375;60;-999;0;0
5028293;17;133.03616;54;34;0;0
5028329;20;121.54068;53;9;1;0
5028747;8;144.69855;29;7;1;0
5028942;45;141.26949;48;0;0;0
5029613;21;129.02621;44;3;0;0
5029670;28;130.40852;50;6;0;0
5029733;3;146.58978;22;2;0;0
5029782;18;135.22588;58;2;0;0
5033482;9;138.41438;34;1;1;0
5033656;17;113.8768;39;1;0;0
5033685;20;131.58682;54;2;0;0
5035782;10;116.586395;61;25;0;0
5036167;4;122.26349;54;12;0;0
5036444;18;122.29747;34;4;0;0
5036631;26;143.22212;38;3;0;0
5036695;51;127.927475;27;1;0;0
5036785;59;133.70146;43;1;0;0
5037157;34;133.13885;62;-999;0;0
5038628;51;132.35248;54;16;1;0
5038629;20;124.1945;54;16;1;0
5041741;12;122.52505;34;1;0;0
5041985;11;139.97073;45;13;0;0
5042008;10;121.4294;29;1;0;0
5042272;7;121.71912;66;-999;0;0
5044626;1;166.9219;28;4;1;0
5046130;5;108.53161;42;4;0;0
5046398;30;136.21149;66;-999;0;0
5047736;4;142.41803;60;-999;0;0
5048024;9;128.59952;36;13;1;0
5050681;10;125.281944;28;3;1;0
5051228;11;140.35045;35;0;0;0
5053265;16;120.053444;64;-999;0;0
5053661;7;138.17763;64;-999;0;0
5053674;40;130.08565;33;4;1;1
5053809;1;125.69344;41;3;0;0
5054066;45;127.17539;45;4;0;0
5054143;19;133.33688;36;7;0;0
5054311;60;130.62817;55;5;0;0
5054414;19;144.09589;36;14;0;0
5058488;21;131.08882;42;4;0;0
5061151;54;132.41063;36;10;1;0
5061467;17;122.60192;32;5;1;1
5061510;24;122.83584;59;-999;0;0
5061651;55;127.98194;24;5;0;0
5061684;56;135.2473;32;12;0;0
5061917;10;120.26298;66;-999;1;0
5061995;16;129.01805;25;3;0;0
5062205;32;130.58223;48;3;0;0
5062418;18;123.85629;39;8;1;0
5065436;30;133.40797;36;6;1;0
5065519;17;131.33119;26;8;1;0
5065589;23;121.66673;38;19;1;0
5065690;8;138.45813;50;3;1;0
5065691;10;135.40367;50;3;1;0
5065792;8;126.71168;35;9;1;0
5066400;28;134.2497;44;4;0;0
5066668;4;129.17632;44;4;0;0
5066878;4;122.42564;38;4;1;0
5066950;13;127.20242;63;-999;0;0
5067035;44;131.48668;54;25;0;0
5067596;36;140.58359;41;2;1;0
5067859;5;137.403;46;3;0;0
5067864;35;122.49748;51;15;0;0
5067935;41;122.51734;46;9;1;0
5068106;27;126.804695;30;4;1;0
5068465;1;126.981285;28;5;0;0
5069034;24;122.251755;23;3;1;0
5069464;34;127.4219;33;8;1;0
5069506;30;123.52202;40;1;1;0
5069525;9;136.058;41;1;0;0
5078798;42;133.30481;54;1;0;0
5078925;13;128.87712;44;3;0;0
5078985;9;141.26634;59;7;1;0
5086045;20;120.21606;39;7;1;0
5087907;12;118.01391;60;14;0;0
5088211;16;134.47755;60;-999;0;0
5088809;10;125.12625;37;10;1;0
5089203;24;126.55952;36;8;0;0
5089320;7;140.36186;32;2;1;0
5089343;12;133.66838;28;2;0;0
5089823;13;126.45531;63;-999;0;1
5089906;5;132.82129;36;4;0;1
5090167;41;127.65374;30;1;0;0
5091317;15;121.93869;31;5;0;0
5091512;60;129.88115;41;6;0;0
5092062;6;114.049;28;9;0;0
5092304;3;113.549095;51;9;0;0
5095103;3;110.48829;38;9;0;0
5095244;37;124.78543;39;0;0;0
5095299;26;132.01637;34;10;1;0
5095445;21;136.34714;34;5;0;0
5095813;24;132.36534;29;0;0;0
5096001;35;129.47742;27;1;0;0
5096252;4;126.7567;38;9;0;0
5099900;52;128.48882;56;19;1;0
5099905;17;117.23531;26;4;1;0
5104873;4;157.31647;62;-999;1;0
5104897;16;130.46599;43;0;1;0
5105703;44;135.59937;33;2;1;0
5105982;18;125.69562;41;0;0;0
5113350;19;141.85098;50;15;0;0
5113647;10;137.3528;33;1;0;0
5114065;29;129.44814;39;1;0;0
5114121;3;146.33267;65;-999;0;0
5114363;17;137.21007;26;3;0;0
5114434;59;129.62216;47;3;0;0
5115418;47;125.303246;31;8;0;0
5116611;23;130.11595;47;12;1;0
5116751;16;130.66936;24;0;0;0
5117093;10;158.44681;38;-999;1;0
5117503;1;134.01428;45;2;0;0
5118139;9;121.61002;32;14;1;0
5125220;30;128.09668;50;17;0;0
5125265;18;131.49626;25;6;0;0
5125651;47;128.31183;62;-999;1;0
5125699;14;132.97986;27;5;1;1
5125748;35;126.19482;56;-999;0;0
5125811;36;128.7474;39;6;1;0
5125848;6;105.1044;49;4;0;0
5125996;54;128.75021;60;2;0;0
5126167;12;129.25908;34;2;0;0
5126296;10;137.39944;43;12;0;0
5126462;31;115.19568;48;29;1;0
5135346;49;128.51636;55;1;0;0
5135513;42;122.75841;41;22;1;0
5135761;14;130.68547;35;12;0;0
5136919;47;132.98746;40;12;1;0
5139469;17;151.73782;27;1;1;0
5139781;35;129.84598;61;-999;0;0
5139904;39;137.48161;40;16;1;0
5142468;29;129.62701;46;14;0;0
5142507;5;130.33331;40;1;0;0
5143057;21;123.969536;38;4;0;0
5143388;11;112.13849;51;4;1;0
5143591;5;127.57854;59;-999;0;0
5143595;35;130.81325;32;9;0;0
5148435;19;126.76746;31;1;0;0
5149206;7;108.29202;42;8;1;0
5149482;19;136.8577;31;7;1;0
5149530;39;125.789215;35;9;0;0
5149604;7;128.87949;28;7;0;0
5149610;47;123.69465;28;7;0;0
5149677;45;127.403786;38;11;1;0
5149775;19;126.47485;44;26;1;0
5150068;11;130.72714;31;2;0;0
5009038;12;136.72533;51;-999;0;0
5009452;22;134.53514;47;4;0;0
5009557;18;134.37337;51;27;0;0
5009802;10;125.91459;42;11;1;0
5010375;37;144.67679;65;-999;1;0
5010468;31;131.5122;33;6;1;0
5010538;19;129.09787;38;8;1;0
5010543;10;125.60122;50;8;1;0
5010825;31;132.11865;36;4;1;0
5010952;26;127.69443;38;7;1;0
5011042;9;122.718956;55;-999;0;0
5021559;15;120.98208;27;0;1;0
5021614;40;144.54886;46;4;1;0
5021665;27;130.37459;38;2;0;0
5021681;29;119.457855;51;10;0;0
5021719;24;127.059044;49;1;1;0
5021766;16;118.84452;46;2;0;0
5021800;12;147.31917;34;0;0;0
5022062;14;133.37648;55;-999;0;0
5022152;16;131.95198;32;8;1;0
5022439;3;113.509895;49;23;1;0
5022926;8;123.820984;58;-999;1;0
5023213;16;122.98406;46;6;1;0
5023260;17;132.77182;58;5;1;0
5024249;21;121.06291;39;1;0;0
5024626;27;124.60949;31;11;0;0
5024968;55;125.7722;44;23;0;0
5025092;1;326.98303;37;4;1;0
5025172;36;125.393585;45;5;0;0
5025251;9;130.24348;40;3;1;0
5026034;11;126.22753;27;4;1;0
5028884;5;116.0317;60;-999;1;0
5029130;42;121.08001;46;2;0;0
5029442;41;127.69708;48;9;1;0
5029506;21;125.89738;62;-999;0;0
5029759;13;125.46344;54;9;0;0
5033749;16;118.45613;32;8;0;0
5033782;46;135.54436;58;-999;0;0
5033933;19;118.376205;56;4;0;0
5035922;1;118.91416;42;2;1;0
5036492;36;132.82764;33;9;1;0
5036519;13;163.46976;28;3;1;0
5036565;1;120.71917;57;-999;0;0
5036575;57;129.51352;47;9;1;0
5037235;21;131.152;31;4;0;0
5038508;18;126.79271;32;12;0;0
5041240;4;117.28344;56;-999;0;0
5041753;14;117.637726;41;10;0;0
5041797;29;125.728195;44;1;0;0
5042049;14;114.131035;45;5;0;0
5044505;16;132.73671;37;2;0;0
5044967;5;122.89534;47;12;0;0
5045086;10;123.7401;64;-999;1;0
5045985;10;128.57352;47;2;0;0
5047927;2;132.78746;49;5;1;0
5051006;5;131.52855;29;4;0;0
5051248;42;130.63843;64;-999;1;0
5053088;44;129.18109;51;2;0;0
5053698;21;128.53209;49;27;0;0
5053869;6;116.68223;43;1;0;0
5053973;14;129.1635;27;1;1;0
5054080;38;125.630226;47;15;0;0
5054517;11;133.36406;27;6;1;0
5056187;15;130.26932;27;2;0;0
5058407;46;130.93968;35;7;1;0
5058423;15;131.31758;38;9;0;0
5058486;10;134.50621;42;4;0;0
5058509;14;143.77242;62;-999;0;0
5058551;16;125.74236;27;3;1;0
5061532;24;123.176994;39;13;0;0
5061698;41;125.05716;49;5;1;0
5062188;46;133.82219;39;1;1;0
5062453;37;129.13632;42;4;0;0
5062590;26;126.76239;24;0;1;0
5065541;5;126.290115;35;4;0;0
5066383;22;119.63249;50;23;0;0
5066437;14;146.83392;47;1;1;0
5066464;52;124.50754;44;4;1;0
5067027;23;129.4178;37;4;0;0
5067161;42;124.28617;32;10;1;0
5067848;9;149.78398;40;1;0;0
5068214;5;145.18884;62;15;0;0
5068644;13;120.7219;62;8;0;0
5068844;23;123.06058;62;11;0;0
5069084;28;127.2963;36;7;1;0
5069248;48;128.2677;37;1;0;0
5069264;13;123.4079;35;2;1;0
5069343;23;132.8641;26;1;1;0
5078856;16;133.81818;54;22;0;0
5079042;4;129.29076;37;5;1;0
5085629;27;123.65736;34;1;0;0
5085887;9;118.06405;42;11;1;0
5086001;4;125.87839;59;-999;0;0
5088044;6;131.44182;49;8;0;0
5088775;4;177.99261;60;-999;0;0
5089185;39;140.08333;63;9;1;0
5089210;3;113.96452;49;2;1;0
5089251;6;110.47818;29;11;0;0
5089263;18;138.06702;51;4;0;0
5089378;10;132.51074;54;12;0;0
5089564;49;124.43031;31;7;0;0
5089566;49;135.73611;31;7;0;0
5089642;8;119.491356;30;3;0;0
5090141;10;118.67531;27;3;0;0
5090465;13;140.22684;54;3;0;0
5090479;23;128.61679;44;8;0;0
5090509;4;148.81186;29;0;1;0
5092166;42;129.3059;55;-999;1;0
5095324;2;116.78512;62;-999;0;0
5095617;19;130.44496;31;3;0;0
5096061;9;122.80994;39;19;0;0
5096240;50;134.21631;47;20;0;0
5096302;19;127.36999;25;6;0;0
5096647;48;130.53278;30;3;1;0
5096959;6;119.630875;28;1;0;0
5099817;11;124.05237;60;-999;0;0
5099850;38;119.50894;40;6;0;0
5099884;29;123.002625;31;3;1;0
5100156;17;154.67863;64;14;1;0
5100461;27;121.00506;34;7;1;0
5105141;12;118.49749;27;3;0;0
5105221;39;129.34334;41;6;1;0
5105650;35;125.8036;48;8;1;0
5105837;19;132.91637;49;8;0;0
5112828;27;132.63481;61;-999;0;0
5112849;22;133.42688;65;-999;0;0
5112881;2;111.520035;60;-999;0;0
5113003;2;123.14189;34;13;1;0
5113148;14;118.70577;42;12;1;0
5113429;5;115.64126;51;1;0;0
5113473;23;114.86449;52;1;0;0
5113537;19;129.10316;57;5;0;0
5114153;10;119.85118;42;15;1;0
5114212;12;122.32877;39;7;1;0
5115407;5;136.36198;40;2;1;0
5115675;11;119.17529;61;-999;0;0
5116094;24;126.66501;51;3;1;0
5116175;32;146.01334;64;-999;1;0
5117695;29;123.99269;62;11;0;0
5118089;10;149.85768;42;9;1;0
5118278;24;132.92274;58;-999;0;0
5118315;46;124.223076;51;7;0;0
5118320;38;121.05867;55;2;0;0
5118408;36;126.73828;55;1;1;0
5125238;10;128.29123;44;3;1;0
5125459;15;129.65079;30;4;1;0
5125600;20;125.671326;28;8;1;0
5125686;15;127.62557;38;10;0;0
5126166;33;134.5609;34;2;0;0
5126555;3;148.72385;26;5;0;0
5132819;7;114.88884;31;3;1;0
5135604;30;127.296425;52;8;0;0
5135897;29;128.62941;35;7;0;0
5136903;45;124.90086;63;-999;0;0
5137002;3;128.60172;50;22;1;0
5137204;16;127.87987;27;0;0;0
5137417;15;130.1427;64;-999;0;0
5139497;18;129.88995;38;8;0;0
5142371;2;169.86743;44;2;1;0
5142437;35;131.16702;46;9;1;0
5142754;19;128.034;48;3;0;0
5142933;11;119.904526;58;-999;0;0
5143234;6;115.668015;28;7;1;0
5143317;3;147.30423;31;6;0;0
5143494;12;141.06293;33;8;0;0
5145723;5;115.80398;28;1;1;0
5145829;11;151.63226;54;6;0;0
5145968;18;124.7895;63;-999;0;0
5146061;40;134.36502;53;1;0;0
5148668;27;125.40283;49;9;1;0
5148772;18;132.09232;28;6;1;0
5149209;37;128.42032;42;8;1;0
5149375;4;162.35698;51;7;0;0
5149571;5;125.72152;46;2;0;0
5149586;16;128.28838;41;0;1;0
5149674;3;111.21487;47;5;0;0
5149724;2;141.62657;29;0;0;0
5149901;11;130.86653;49;3;0;0
5008932;5;127.60985;42;9;0;0
5009460;8;124.94641;54;27;0;0
5009581;6;148.0792;58;-999;0;0
5009677;39;140.35046;59;-999;0;0
5009825;9;117.77998;41;15;1;0
5009845;45;126.66143;43;0;1;0
5010093;11;119.6035;28;5;0;0
5010094;3;139.15797;28;5;0;0
5010250;1;309.6264;55;3;1;0
5010607;32;119.486664;54;-999;0;0
5010836;7;112.727036;51;7;0;0
5010861;12;124.64599;38;3;1;0
5018501;34;131.49223;52;3;1;0
5021734;5;144.51164;57;-999;0;0
5021788;45;123.659164;41;19;1;0
5021997;14;119.93123;52;4;0;0
5022118;20;140.92847;54;3;0;0
5022340;38;123.024925;26;0;0;0
5022681;10;146.54317;53;-999;1;0
5023086;10;138.06842;32;14;1;0
5023673;11;133.94887;44;4;0;0
5023827;42;126.03772;40;7;1;0
5023986;6;126.52047;27;2;1;0
5024130;1;105.99717;43;1;0;0
5024452;26;125.30217;34;7;1;0
5024607;4;142.14578;44;1;0;0
5024794;14;146.26482;65;-999;0;0
5024821;10;118.37584;54;1;0;0
5025234;53;139.85565;41;0;0;0
5028374;11;124.7389;54;9;0;0
5028614;45;132.58527;29;6;1;0
5028722;47;126.57318;41;3;1;0
5028727;42;124.67326;34;11;0;0
5028924;7;123.723145;47;5;1;0
5028930;27;129.62517;47;5;1;0
5028944;4;143.83415;26;2;1;0
5029149;7;121.13173;41;10;1;0
5033452;45;131.00638;52;15;0;0
5035705;7;115.63361;58;-999;0;0
5036208;5;130.06387;52;9;1;0
5036446;18;126.00932;34;4;0;0
5036683;13;128.12189;37;9;0;0
5038631;15;127.858505;57;-999;0;0
5038691;34;134.7896;48;21;1;0
5038734;10;118.91216;64;-999;0;0
5041511;44;121.201866;35;7;0;0
5041755;29;133.58858;41;10;0;0
5045157;7;126.897;26;3;0;0
5045470;32;119.94548;37;0;0;0
5045476;19;135.68018;61;-999;1;0
5045572;23;129.12476;45;-999;0;0
5046212;8;116.05973;57;-999;0;0
5046558;26;129.48126;39;7;1;0
5048193;33;122.776855;27;2;1;0
5050539;6;107.825;46;8;0;0
5050661;48;121.4953;55;22;0;0
5050954;24;119.98031;40;-999;0;0
5051167;13;131.66151;62;18;0;0
5052801;14;122.50051;53;7;0;0
5052929;20;125.7701;58;9;1;0
5053004;14;122.29723;45;14;0;0
5053579;25;126.53951;33;3;0;0
5053831;41;133.30096;51;17;0;0
5053846;34;134.0291;49;3;1;0
5054168;6;137.40936;31;1;0;0
5054419;19;122.19583;36;14;0;0
5054548;16;130.34567;41;4;0;0
5054589;26;119.24516;42;2;1;0
5058548;8;121.06059;43;15;0;0
5061169;9;130.74304;36;10;1;0
5061513;41;129.2462;51;5;0;0
5061568;18;122.1895;51;-999;0;0
5061601;6;126.51866;54;1;0;0
5061881;52;129.1966;52;13;0;0
5061986;1;103.57962;36;4;0;0
5062348;26;131.71748;48;12;0;0
5062402;25;136.63098;29;8;1;0
5066465;9;120.195435;44;4;1;0
5066820;5;120.29278;45;11;1;0
5066822;27;121.16969;45;11;1;0
5066922;8;130.61508;30;4;1;0
5067141;4;109.69084;64;-999;0;0
5067164;16;130.27924;57;3;0;0
5067307;33;139.05412;61;-999;0;0
5067506;58;136.08537;36;6;0;0
5067762;15;139.48521;64;15;0;0
5067815;7;125.64143;49;3;0;0
5067903;15;167.57889;59;-999;0;0
5068050;10;142.23463;55;29;0;0
5068191;8;122.57659;28;5;1;0
5068347;7;136.01953;50;1;1;0
5068448;44;126.220985;60;-999;0;0
5068797;14;122.855194;32;1;1;0
5068806;14;121.750275;32;1;1;0
5069167;35;129.75125;28;3;1;0
5069286;16;128.94623;27;2;0;0
5074618;7;137.73083;47;6;0;0
5074684;22;137.24403;60;-999;1;0
5085739;36;140.96866;37;3;0;0
5088292;3;127.86493;47;1;1;0
5088670;3;109.042465;25;4;1;0
5089023;3;126.37834;33;11;1;0
5089199;22;126.68977;36;8;0;0
5089421;28;132.59811;60;10;1;0
5089489;21;138.683;45;1;0;0
5089535;21;120.52554;50;15;1;0
5089626;7;157.58385;44;1;0;0
5089709;51;134.86177;32;9;0;0
5089754;22;131.62589;49;14;0;0
5089866;34;130.66983;57;-999;0;0
5090730;35;115.32383;35;0;0;0
5091753;36;126.23329;35;4;1;0
5091755;16;126.41371;35;4;1;0
5091779;12;123.15785;30;3;0;0
5091832;1;126.62913;34;6;1;0
5091905;5;114.011734;56;-999;0;0
5092287;13;129.85023;60;-999;0;0
5092297;12;126.50768;60;-999;0;0
5093187;3;133.47925;39;2;1;0
5093281;52;135.57158;42;5;1;0
5095194;41;130.0707;43;6;0;0
5096137;18;135.34709;51;7;0;0
5096226;51;131.22868;48;5;0;0
5096286;50;130.82747;50;32;0;0
5096641;41;124.010925;30;3;1;0
5096753;11;128.93094;41;7;1;0
5096797;28;127.61895;55;33;0;0
5096861;57;142.34818;49;9;1;0
5097056;20;121.84252;33;4;1;0
5097123;51;125.641174;42;8;1;0
5097163;52;133.52806;34;9;0;0
5099909;28;123.65412;27;4;0;0
5100018;4;118.532646;47;3;1;0
5100343;2;148.82744;28;1;1;0
5100393;1;158.76974;66;10;0;0
5104871;6;120.34495;27;0;0;0
5105027;38;126.364044;32;9;0;0
5105464;19;126.06281;58;-999;0;0
5105896;50;134.50589;51;24;0;0
5106016;3;107.38269;32;0;0;0
5106095;10;130.77803;47;1;1;0
5112710;2;118.56802;59;-999;0;0
5112908;36;124.78154;43;1;1;0
5112933;14;122.01945;53;8;1;0
5113190;48;121.84516;36;1;1;0
5113685;50;135.18079;34;12;0;0
5114301;9;130.9284;33;-999;0;0
5116576;9;129.76923;30;10;0;0
5116785;21;138.52608;30;5;0;0
5116839;7;121.88515;28;1;1;0
5117135;24;124.62696;28;2;0;0
5117868;33;146.04323;47;8;0;0
5117957;45;127.23206;67;-999;1;0
5118154;7;120.314026;45;5;0;0
5118624;24;142.88924;40;20;0;0
5125260;6;125.33117;42;4;1;0
5125411;21;119.574905;42;8;0;0
5125516;5;116.322716;41;0;0;0
5125870;7;143.37157;56;31;1;0
5125901;10;139.73166;52;9;0;0
5126247;39;125.3058;55;1;0;0
5132731;4;120.44095;35;2;0;0
5135488;5;109.50166;29;5;0;0
5136916;11;117.71134;29;5;1;0
5137538;2;123.63389;52;9;0;0
5139455;37;143.75969;64;-999;0;0
5139575;36;125.127594;40;22;1;0
5139982;21;143.46533;38;4;1;0
5142157;23;132.59528;31;7;0;0
5142301;15;118.47484;27;7;0;0
5142491;13;119.606575;43;19;0;0
5142639;10;149.39531;50;8;0;0
5142827;10;131.72292;46;8;0;0
5143015;16;122.19263;40;9;0;0
5143051;40;134.91772;38;4;0;0
5143437;13;116.08952;62;-999;0;0
5145965;21;121.00159;42;9;0;0
5146487;16;125.4364;49;6;1;0
5148459;4;119.67001;52;30;0;0
5148534;37;131.76114;29;5;0;0
5148543;26;129.33302;64;-999;0;0
5148630;39;127.40992;36;3;0;0
5149066;28;132.21367;41;1;1;0
5149704;41;126.53101;32;10;0;0
5149843;5;154.57892;46;3;1;0
5150079;27;130.28958;30;8;1;0
5150148;12;124.04886;33;10;0;0
5008889;4;135.57225;46;4;0;0
5008958;3;113.67565;49;5;1;0
5009584;22;120.996956;32;2;0;0
5009745;16;117.803116;37;2;1;0
5010296;39;128.28122;41;5;0;0
5010347;12;125.08543;55;5;0;0
5010528;24;126.7929;50;7;1;0
5011008;32;120.848625;29;6;1;0
5021337;29;133.08713;49;10;0;0
5021843;48;125.57324;56;-999;0;0
5021880;49;129.8976;36;1;1;0
5022092;22;129.56468;43;11;1;0
5022120;20;134.40585;54;3;0;0
5022352;36;125.35873;57;22;0;0
5022431;34;119.22912;59;-999;0;0
5022456;3;123.64655;24;3;1;0
5022843;10;119.405045;34;3;0;0
5023125;10;117.033264;35;5;1;0
5023257;37;128.90533;58;5;1;0
5023333;4;117.63692;66;-999;0;0
5024229;7;135.04323;43;0;1;0
5028581;6;147.85588;55;2;0;0
5028594;42;125.27856;31;5;1;0
5029127;40;130.44655;46;2;0;0
5029265;15;140.52293;37;3;1;0
5029363;14;119.44408;37;2;1;0
5033506;34;131.01338;27;2;1;0
5033732;6;136.65561;62;-999;0;0
5035556;11;119.229034;44;11;1;0
5037248;39;117.08582;33;1;1;0
5038608;32;128.84917;30;10;0;0
5038711;29;123.43293;61;40;0;0
5041570;40;140.42603;52;1;1;0
5041642;18;148.63905;39;5;1;0
5041775;17;119.45651;37;12;1;0
5041848;38;120.42551;48;6;1;0
5041936;26;127.32887;28;2;0;0
5042317;7;112.127594;53;5;0;0
5044968;5;119.914795;47;12;0;0
5045433;3;126.67735;28;4;1;0
5045585;38;129.43388;41;0;1;0
5045598;48;131.82123;41;0;1;0
5046124;42;124.78517;55;8;0;0
5046238;40;126.42212;51;-999;1;0
5046379;43;130.26486;53;5;0;0
5046552;53;133.32825;50;2;0;0
5047735;51;133.98941;60;-999;0;0
5047866;38;130.18793;34;9;1;0
5048414;37;124.63686;45;3;0;0
5048511;13;145.84042;41;15;1;0
5048555;26;125.18737;29;6;1;0
5050750;8;137.21568;25;1;0;0
5053136;10;132.36409;31;10;1;0
5053520;24;134.05037;40;7;0;1
5053677;43;125.717354;33;4;1;0
5053874;10;142.49706;27;7;0;0
5058335;8;142.49823;54;4;0;0
5058419;12;152.1485;38;9;0;0
5061243;23;129.94157;60;-999;0;0
5061432;29;124.752075;65;-999;0;0
5061441;12;136.57683;58;40;0;0
5061525;19;140.24701;65;-999;0;0
5061749;31;128.9362;65;-999;0;0
5061930;20;123.421745;56;-999;1;0
5061962;13;129.87689;25;1;0;0
5062734;9;136.33725;27;4;1;0
5065422;1;102.02296;44;9;0;0
5066418;11;125.77753;54;4;0;0
5066569;6;127.38594;56;-999;0;0
5066648;49;128.07568;31;8;1;0
5067124;10;114.1935;38;11;1;0
5067372;10;119.92008;25;4;1;0
5067586;7;120.29015;49;1;1;0
5067947;34;128.7028;46;9;1;0
5068297;15;118.72995;42;1;1;0
5068422;45;128.76608;52;29;0;0
5068445;5;142.25522;28;2;0;0
5068600;33;129.29762;37;7;0;0
5068745;15;130.64902;32;14;0;0
5069072;11;134.2608;52;7;1;0
5069411;55;128.54897;51;7;1;0
5069490;32;136.89383;39;5;1;0
5069521;9;136.87798;41;1;0;0
5079001;2;126.5245;58;-999;0;0
5085766;18;128.58914;31;13;1;0
5086002;4;120.566216;59;-999;0;0
5088309;3;120.71777;44;13;0;0
5088700;7;120.23725;48;3;1;0
5088709;1;114.09265;66;-999;0;0
5088995;8;143.09213;40;3;0;0
5089044;16;131.2067;34;2;1;0
5090027;30;126.72598;27;1;0;0
5090345;12;146.9312;55;3;0;0
5090652;21;126.517166;57;4;0;0
5090840;52;126.97753;60;15;1;0
5091489;25;133.2996;67;-999;0;0
5091591;14;112.58332;28;3;0;0
5091652;32;137.99301;29;2;1;0
5091801;22;122.77541;52;4;0;0
5091952;17;128.57935;52;4;0;0
5095278;28;126.94281;28;2;1;0
5095311;9;111.50161;34;10;1;0
5095767;1;144.62886;39;1;1;0
5095818;3;195.77982;42;7;0;0
5096268;3;135.6165;43;25;0;0
5096331;10;134.88219;28;4;0;0
5096454;26;125.30259;35;4;0;0
5096469;16;131.70914;53;15;1;0
5096698;41;137.78221;55;-999;0;0
5096730;17;149.58307;30;6;1;0
5097169;22;121.961624;29;2;0;0
5099780;53;127.2505;42;14;1;0
5100067;45;124.87997;57;7;1;0
5100173;28;123.34006;55;-999;0;0
5104946;31;120.8279;46;1;0;0
